experiment,protocol,reference,features,model,label,metric,value,n,note
X3,LOMO,knn-k5-mean-dist-TT-dmin0.25,residuals,gradient-boosting,__global__,f1,0.413806,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-dist-TT-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.488088,5386,fold-mean; F1=0.408; mae_h=8.1022
X3,LOMO,knn-k5-mean-dist-TT-dmin0.5,residuals,gradient-boosting,__global__,f1,0.407713,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-dist-TT-dmin1,residuals,gradient-boosting,__global__,accuracy,0.455228,5386,fold-mean; F1=0.378; mae_h=8.5636
X3,LOMO,knn-k5-mean-dist-TT-dmin1,residuals,gradient-boosting,__global__,f1,0.377912,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-dist-TT-dmin2,residuals,gradient-boosting,__global__,accuracy,0.446272,5386,fold-mean; F1=0.367; mae_h=12.0491
X3,LOMO,knn-k5-mean-dist-TT-dmin2,residuals,gradient-boosting,__global__,f1,0.366972,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-dist-TTdew-dmin0,residuals,gradient-boosting,__global__,accuracy,0.653866,5386,fold-mean; F1=0.509; mae_h=0.0001
X3,LOMO,knn-k5-mean-dist-TTdew-dmin0,residuals,gradient-boosting,__global__,f1,0.509068,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-dist-TTdew-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.546758,5386,fold-mean; F1=0.451; mae_h=5.5124
X3,LOMO,knn-k5-mean-dist-TTdew-dmin0.1,residuals,gradient-boosting,__global__,f1,0.451267,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-dist-TTdew-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.52092,5386,fold-mean; F1=0.429; mae_h=7.3707
X3,LOMO,knn-k5-mean-dist-TTdew-dmin0.25,residuals,gradient-boosting,__global__,f1,0.428555,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-dist-TTdew-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.513612,5386,fold-mean; F1=0.426; mae_h=7.4831
X3,LOMO,knn-k5-mean-dist-TTdew-dmin0.5,residuals,gradient-boosting,__global__,f1,0.426061,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-dist-TTdew-dmin1,residuals,gradient-boosting,__global__,accuracy,0.491883,5386,fold-mean; F1=0.407; mae_h=8.2603
X3,LOMO,knn-k5-mean-dist-TTdew-dmin1,residuals,gradient-boosting,__global__,f1,0.406561,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-dist-TTdew-dmin2,residuals,gradient-boosting,__global__,accuracy,0.457279,5386,fold-mean; F1=0.378; mae_h=10.6848
X3,LOMO,knn-k5-mean-dist-TTdew-dmin2,residuals,gradient-boosting,__global__,f1,0.378338,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TT-dmin0,residuals,gradient-boosting,__global__,accuracy,0.55435,5386,fold-mean; F1=0.453; mae_h=2.9909
X3,LOMO,knn-k5-mean-unif-TT-dmin0,residuals,gradient-boosting,__global__,f1,0.453229,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TT-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.499171,5386,fold-mean; F1=0.412; mae_h=6.5978
X3,LOMO,knn-k5-mean-unif-TT-dmin0.1,residuals,gradient-boosting,__global__,f1,0.411567,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TT-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.495147,5386,fold-mean; F1=0.408; mae_h=8.0340
X3,LOMO,knn-k5-mean-unif-TT-dmin0.25,residuals,gradient-boosting,__global__,f1,0.408068,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TT-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.485277,5386,fold-mean; F1=0.406; mae_h=8.1257
X3,LOMO,knn-k5-mean-unif-TT-dmin0.5,residuals,gradient-boosting,__global__,f1,0.405632,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TT-dmin1,residuals,gradient-boosting,__global__,accuracy,0.457501,5386,fold-mean; F1=0.381; mae_h=8.5807
X3,LOMO,knn-k5-mean-unif-TT-dmin1,residuals,gradient-boosting,__global__,f1,0.380921,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TT-dmin2,residuals,gradient-boosting,__global__,accuracy,0.440943,5386,fold-mean; F1=0.362; mae_h=12.0510
X3,LOMO,knn-k5-mean-unif-TT-dmin2,residuals,gradient-boosting,__global__,f1,0.36169,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TTdew-dmin0,residuals,gradient-boosting,__global__,accuracy,0.585064,5386,fold-mean; F1=0.478; mae_h=2.7363
X3,LOMO,knn-k5-mean-unif-TTdew-dmin0,residuals,gradient-boosting,__global__,f1,0.477822,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TTdew-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.526678,5386,fold-mean; F1=0.438; mae_h=6.2652
X3,LOMO,knn-k5-mean-unif-TTdew-dmin0.1,residuals,gradient-boosting,__global__,f1,0.438041,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TTdew-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.518359,5386,fold-mean; F1=0.429; mae_h=7.5298
X3,LOMO,knn-k5-mean-unif-TTdew-dmin0.25,residuals,gradient-boosting,__global__,f1,0.428829,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TTdew-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.513813,5386,fold-mean; F1=0.427; mae_h=7.6849
X3,LOMO,knn-k5-mean-unif-TTdew-dmin0.5,residuals,gradient-boosting,__global__,f1,0.427045,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TTdew-dmin1,residuals,gradient-boosting,__global__,accuracy,0.48644,5386,fold-mean; F1=0.402; mae_h=8.4355
X3,LOMO,knn-k5-mean-unif-TTdew-dmin1,residuals,gradient-boosting,__global__,f1,0.401889,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-mean-unif-TTdew-dmin2,residuals,gradient-boosting,__global__,accuracy,0.457485,5386,fold-mean; F1=0.378; mae_h=10.6840
X3,LOMO,knn-k5-mean-unif-TTdew-dmin2,residuals,gradient-boosting,__global__,f1,0.37819,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TT-dmin0,residuals,gradient-boosting,Cond_Blockage,f1,0.286576,497,
X3,LOMO,knn-k5-median-unif-TT-dmin0,residuals,gradient-boosting,Evap_Airflow,f1,0.302995,774,
X3,LOMO,knn-k5-median-unif-TT-dmin0,residuals,gradient-boosting,LiquidLine,f1,0.0401606,593,
X3,LOMO,knn-k5-median-unif-TT-dmin0,residuals,gradient-boosting,No_Fault,f1,0.735178,1352,
X3,LOMO,knn-k5-median-unif-TT-dmin0,residuals,gradient-boosting,Overcharge,f1,0.694698,942,
X3,LOMO,knn-k5-median-unif-TT-dmin0,residuals,gradient-boosting,Undercharge,f1,0.854007,1228,
X3,LOMO,knn-k5-median-unif-TT-dmin0,residuals,gradient-boosting,__global__,accuracy,0.602479,5386,fold-mean; F1=0.479; mae_h=2.1491
X3,LOMO,knn-k5-median-unif-TT-dmin0,residuals,gradient-boosting,__global__,f1,0.479125,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TT-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.518625,5386,fold-mean; F1=0.431; mae_h=6.8620
X3,LOMO,knn-k5-median-unif-TT-dmin0.1,residuals,gradient-boosting,__global__,f1,0.430925,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TT-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.499111,5386,fold-mean; F1=0.408; mae_h=9.1371
X3,LOMO,knn-k5-median-unif-TT-dmin0.25,residuals,gradient-boosting,__global__,f1,0.408399,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TT-dmin0.5,residuals,gradient-boosting,Cond_Blockage,f1,0.293333,497,
X3,LOMO,knn-k5-median-unif-TT-dmin0.5,residuals,gradient-boosting,Evap_Airflow,f1,0.244541,774,
X3,LOMO,knn-k5-median-unif-TT-dmin0.5,residuals,gradient-boosting,LiquidLine,f1,0.0423012,593,
X3,LOMO,knn-k5-median-unif-TT-dmin0.5,residuals,gradient-boosting,No_Fault,f1,0.434389,1352,
X3,LOMO,knn-k5-median-unif-TT-dmin0.5,residuals,gradient-boosting,Overcharge,f1,0.661048,942,
X3,LOMO,knn-k5-median-unif-TT-dmin0.5,residuals,gradient-boosting,Undercharge,f1,0.841419,1228,
X3,LOMO,knn-k5-median-unif-TT-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.482363,5386,fold-mean; F1=0.400; mae_h=8.9438
X3,LOMO,knn-k5-median-unif-TT-dmin0.5,residuals,gradient-boosting,__global__,f1,0.400392,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TT-dmin1,residuals,gradient-boosting,__global__,accuracy,0.451972,5386,fold-mean; F1=0.374; mae_h=9.1883
X3,LOMO,knn-k5-median-unif-TT-dmin1,residuals,gradient-boosting,__global__,f1,0.374245,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TT-dmin2,residuals,gradient-boosting,__global__,accuracy,0.433968,5386,fold-mean; F1=0.354; mae_h=13.3800
X3,LOMO,knn-k5-median-unif-TT-dmin2,residuals,gradient-boosting,__global__,f1,0.35405,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TTdew-dmin0,residuals,gradient-boosting,__global__,accuracy,0.600173,5386,fold-mean; F1=0.477; mae_h=2.2060
X3,LOMO,knn-k5-median-unif-TTdew-dmin0,residuals,gradient-boosting,__global__,f1,0.476566,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TTdew-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.529527,5386,fold-mean; F1=0.435; mae_h=6.4794
X3,LOMO,knn-k5-median-unif-TTdew-dmin0.1,residuals,gradient-boosting,__global__,f1,0.435191,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TTdew-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.50923,5386,fold-mean; F1=0.418; mae_h=7.8526
X3,LOMO,knn-k5-median-unif-TTdew-dmin0.25,residuals,gradient-boosting,__global__,f1,0.417815,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TTdew-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.502438,5386,fold-mean; F1=0.413; mae_h=7.7635
X3,LOMO,knn-k5-median-unif-TTdew-dmin0.5,residuals,gradient-boosting,__global__,f1,0.412946,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TTdew-dmin1,residuals,gradient-boosting,__global__,accuracy,0.480209,5386,fold-mean; F1=0.392; mae_h=8.8809
X3,LOMO,knn-k5-median-unif-TTdew-dmin1,residuals,gradient-boosting,__global__,f1,0.391883,5386,macro; mean of two LOMO folds
X3,LOMO,knn-k5-median-unif-TTdew-dmin2,residuals,gradient-boosting,__global__,accuracy,0.449972,5386,fold-mean; F1=0.376; mae_h=11.5046
X3,LOMO,knn-k5-median-unif-TTdew-dmin2,residuals,gradient-boosting,__global__,f1,0.376009,5386,macro; mean of two LOMO folds
X3,LOMO,knn5-median-TTdew-train+test-dmin0,residuals,gradient-boosting,__global__,accuracy,0.576,5386,dew in stage-1 train and test; acc 0.602→0.576
X3,LOMO,knn5-median-TTdew-train+test-dmin0,residuals,gradient-boosting,__global__,f1,0.464,5386,macro; dew in both stages
X3,LOMO,lin-TT-dmin0,residuals,gradient-boosting,__global__,accuracy,0.459576,5386,fold-mean; F1=0.369; mae_h=6.4498
X3,LOMO,lin-TT-dmin0,residuals,gradient-boosting,__global__,f1,0.368534,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TT-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.458885,5386,fold-mean; F1=0.368; mae_h=6.5533
X3,LOMO,lin-TT-dmin0.1,residuals,gradient-boosting,__global__,f1,0.367612,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TT-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.459842,5386,fold-mean; F1=0.369; mae_h=6.6159
X3,LOMO,lin-TT-dmin0.25,residuals,gradient-boosting,__global__,f1,0.369366,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TT-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.459565,5386,fold-mean; F1=0.371; mae_h=6.6481
X3,LOMO,lin-TT-dmin0.5,residuals,gradient-boosting,__global__,f1,0.371069,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TT-dmin1,residuals,gradient-boosting,__global__,accuracy,0.459978,5386,fold-mean; F1=0.371; mae_h=6.7524
X3,LOMO,lin-TT-dmin1,residuals,gradient-boosting,__global__,f1,0.370885,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TT-dmin2,residuals,gradient-boosting,__global__,accuracy,0.461158,5386,fold-mean; F1=0.374; mae_h=7.0001
X3,LOMO,lin-TT-dmin2,residuals,gradient-boosting,__global__,f1,0.373911,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TTdew-dmin0,residuals,gradient-boosting,__global__,accuracy,0.479641,5386,fold-mean; F1=0.395; mae_h=6.4445
X3,LOMO,lin-TTdew-dmin0,residuals,gradient-boosting,__global__,f1,0.394668,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TTdew-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.478891,5386,fold-mean; F1=0.394; mae_h=6.5422
X3,LOMO,lin-TTdew-dmin0.1,residuals,gradient-boosting,__global__,f1,0.394079,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TTdew-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.478553,5386,fold-mean; F1=0.394; mae_h=6.5863
X3,LOMO,lin-TTdew-dmin0.25,residuals,gradient-boosting,__global__,f1,0.393913,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TTdew-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.477183,5386,fold-mean; F1=0.393; mae_h=6.6140
X3,LOMO,lin-TTdew-dmin0.5,residuals,gradient-boosting,__global__,f1,0.392653,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TTdew-dmin1,residuals,gradient-boosting,__global__,accuracy,0.479304,5386,fold-mean; F1=0.395; mae_h=6.6564
X3,LOMO,lin-TTdew-dmin1,residuals,gradient-boosting,__global__,f1,0.395269,5386,macro; mean of two LOMO folds
X3,LOMO,lin-TTdew-dmin2,residuals,gradient-boosting,__global__,accuracy,0.481647,5386,fold-mean; F1=0.399; mae_h=6.7656
X3,LOMO,lin-TTdew-dmin2,residuals,gradient-boosting,__global__,f1,0.398707,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TT-dmin0,residuals,gradient-boosting,__global__,accuracy,0.460256,5386,fold-mean; F1=0.374; mae_h=5.5245
X3,LOMO,poly2-TT-dmin0,residuals,gradient-boosting,__global__,f1,0.373914,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TT-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.460762,5386,fold-mean; F1=0.374; mae_h=5.6725
X3,LOMO,poly2-TT-dmin0.1,residuals,gradient-boosting,__global__,f1,0.374155,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TT-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.460518,5386,fold-mean; F1=0.375; mae_h=5.7381
X3,LOMO,poly2-TT-dmin0.25,residuals,gradient-boosting,__global__,f1,0.374802,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TT-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.458157,5386,fold-mean; F1=0.373; mae_h=5.7619
X3,LOMO,poly2-TT-dmin0.5,residuals,gradient-boosting,__global__,f1,0.372651,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TT-dmin1,residuals,gradient-boosting,__global__,accuracy,0.459038,5386,fold-mean; F1=0.373; mae_h=5.8788
X3,LOMO,poly2-TT-dmin1,residuals,gradient-boosting,__global__,f1,0.373053,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TT-dmin2,residuals,gradient-boosting,__global__,accuracy,0.458941,5386,fold-mean; F1=0.371; mae_h=6.0822
X3,LOMO,poly2-TT-dmin2,residuals,gradient-boosting,__global__,f1,0.37091,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TTdew-dmin0,residuals,gradient-boosting,__global__,accuracy,0.47416,5386,fold-mean; F1=0.391; mae_h=5.5111
X3,LOMO,poly2-TTdew-dmin0,residuals,gradient-boosting,__global__,f1,0.39054,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TTdew-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.471273,5386,fold-mean; F1=0.388; mae_h=5.7034
X3,LOMO,poly2-TTdew-dmin0.1,residuals,gradient-boosting,__global__,f1,0.387619,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TTdew-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.471066,5386,fold-mean; F1=0.387; mae_h=5.7640
X3,LOMO,poly2-TTdew-dmin0.25,residuals,gradient-boosting,__global__,f1,0.387245,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TTdew-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.471104,5386,fold-mean; F1=0.388; mae_h=5.7917
X3,LOMO,poly2-TTdew-dmin0.5,residuals,gradient-boosting,__global__,f1,0.387834,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TTdew-dmin1,residuals,gradient-boosting,__global__,accuracy,0.471707,5386,fold-mean; F1=0.388; mae_h=5.9611
X3,LOMO,poly2-TTdew-dmin1,residuals,gradient-boosting,__global__,f1,0.387833,5386,macro; mean of two LOMO folds
X3,LOMO,poly2-TTdew-dmin2,residuals,gradient-boosting,__global__,accuracy,0.471463,5386,fold-mean; F1=0.386; mae_h=6.0927
X3,LOMO,poly2-TTdew-dmin2,residuals,gradient-boosting,__global__,f1,0.386117,5386,macro; mean of two LOMO folds
X3,LOMO,rf-TT-dmin0,residuals,gradient-boosting,__global__,accuracy,0.512705,5386,fold-mean; F1=0.428; mae_h=2.9464
X3,LOMO,rf-TT-dmin0,residuals,gradient-boosting,__global__,f1,0.427966,5386,macro; mean of two LOMO folds
X3,LOMO,rf-TTdew-dmin0,residuals,gradient-boosting,__global__,accuracy,0.504701,5386,fold-mean; F1=0.421; mae_h=2.6849
X3,LOMO,rf-TTdew-dmin0,residuals,gradient-boosting,__global__,f1,0.420716,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TT-dmin0,residuals,gradient-boosting,__global__,accuracy,0.460501,5386,fold-mean; F1=0.374; mae_h=5.5239
X3,LOMO,ridge-TT-dmin0,residuals,gradient-boosting,__global__,f1,0.374199,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TT-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.461719,5386,fold-mean; F1=0.375; mae_h=5.6715
X3,LOMO,ridge-TT-dmin0.1,residuals,gradient-boosting,__global__,f1,0.37495,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TT-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.460724,5386,fold-mean; F1=0.374; mae_h=5.7370
X3,LOMO,ridge-TT-dmin0.25,residuals,gradient-boosting,__global__,f1,0.374443,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TT-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.459076,5386,fold-mean; F1=0.373; mae_h=5.7605
X3,LOMO,ridge-TT-dmin0.5,residuals,gradient-boosting,__global__,f1,0.373151,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TT-dmin1,residuals,gradient-boosting,__global__,accuracy,0.458946,5386,fold-mean; F1=0.373; mae_h=5.8771
X3,LOMO,ridge-TT-dmin1,residuals,gradient-boosting,__global__,f1,0.37327,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TT-dmin2,residuals,gradient-boosting,__global__,accuracy,0.458734,5386,fold-mean; F1=0.371; mae_h=6.0793
X3,LOMO,ridge-TT-dmin2,residuals,gradient-boosting,__global__,f1,0.370806,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TTdew-dmin0,residuals,gradient-boosting,__global__,accuracy,0.476433,5386,fold-mean; F1=0.393; mae_h=5.5113
X3,LOMO,ridge-TTdew-dmin0,residuals,gradient-boosting,__global__,f1,0.392907,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TTdew-dmin0.1,residuals,gradient-boosting,__global__,accuracy,0.472811,5386,fold-mean; F1=0.389; mae_h=5.7030
X3,LOMO,ridge-TTdew-dmin0.1,residuals,gradient-boosting,__global__,f1,0.389109,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TTdew-dmin0.25,residuals,gradient-boosting,__global__,accuracy,0.471985,5386,fold-mean; F1=0.388; mae_h=5.7633
X3,LOMO,ridge-TTdew-dmin0.25,residuals,gradient-boosting,__global__,f1,0.388128,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TTdew-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.472192,5386,fold-mean; F1=0.389; mae_h=5.7909
X3,LOMO,ridge-TTdew-dmin0.5,residuals,gradient-boosting,__global__,f1,0.388782,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TTdew-dmin1,residuals,gradient-boosting,__global__,accuracy,0.47255,5386,fold-mean; F1=0.388; mae_h=5.9593
X3,LOMO,ridge-TTdew-dmin1,residuals,gradient-boosting,__global__,f1,0.388311,5386,macro; mean of two LOMO folds
X3,LOMO,ridge-TTdew-dmin2,residuals,gradient-boosting,__global__,accuracy,0.473132,5386,fold-mean; F1=0.388; mae_h=6.0903
X3,LOMO,ridge-TTdew-dmin2,residuals,gradient-boosting,__global__,f1,0.387807,5386,macro; mean of two LOMO folds
X3,LOMO,sklearn-KNeighborsRegressor-mean-k5-TT-dmin0,residuals,gradient-boosting,__global__,accuracy,0.55435,5386,"sklearn mean, not project median; trap control"
X3-prelim,LOMO,target-machine-global-mean,residuals,gradient-boosting,__global__,accuracy,0.358,5386,ignore les conditions
X3-prelim,LOMO,target-machine-global-median,residuals,gradient-boosting,__global__,accuracy,0.372,5386,ignore les conditions
X3-prelim,LOMO,target-machine-knn1,residuals,gradient-boosting,__global__,accuracy,0.703,5386,profite des repliques du plan d'essais
X3-prelim,LOMO,target-machine-knn1-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.523,5386,repliques exclues
X3-prelim,LOMO,target-machine-knn5-dmin0.5,residuals,gradient-boosting,__global__,accuracy,0.511,5386,repliques exclues
X3-prelim,LOMO,target-machine-knn5-median,residuals,gradient-boosting,__global__,accuracy,0.602,5386,
